"District","FIPS","Year","Grade","Measure Type","Variable","Value"
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2011-2012","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2012-2013","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2013-2014","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2014-2015","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2015-2016","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2016-2017","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2017-2018","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2018-2019","Grade 12","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Kindergarten","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 1","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 2","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 3","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 4","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 5","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 6","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 7","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 8","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 9","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 10","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 11","Percent","Chronically Absent Students",-6666
"Charter School for Young Children on Asylum Hill","","2019-2020","Grade 12","Percent","Chronically Absent Students",-6666
"Cheshire School District","900914160","2011-2012","Kindergarten","Percent","Chronically Absent Students",9.2
"Cheshire School District","900914160","2011-2012","Grade 1","Percent","Chronically Absent Students",3.1
"Cheshire School District","900914160","2011-2012","Grade 2","Percent","Chronically Absent Students",2.5
"Cheshire School District","900914160","2011-2012","Grade 3","Percent","Chronically Absent Students",2.8
"Cheshire School District","900914160","2011-2012","Grade 4","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2011-2012","Grade 5","Percent","Chronically Absent Students",3
"Cheshire School District","900914160","2011-2012","Grade 6","Percent","Chronically Absent Students",4
"Cheshire School District","900914160","2011-2012","Grade 7","Percent","Chronically Absent Students",4.3
"Cheshire School District","900914160","2011-2012","Grade 8","Percent","Chronically Absent Students",7
"Cheshire School District","900914160","2011-2012","Grade 9","Percent","Chronically Absent Students",4.8
"Cheshire School District","900914160","2011-2012","Grade 10","Percent","Chronically Absent Students",7.7
"Cheshire School District","900914160","2011-2012","Grade 11","Percent","Chronically Absent Students",7.6
"Cheshire School District","900914160","2011-2012","Grade 12","Percent","Chronically Absent Students",12.6
"Cheshire School District","900914160","2012-2013","Kindergarten","Percent","Chronically Absent Students",0
"Cheshire School District","900914160","2012-2013","Grade 1","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2012-2013","Grade 2","Percent","Chronically Absent Students",0
"Cheshire School District","900914160","2012-2013","Grade 3","Percent","Chronically Absent Students",0
"Cheshire School District","900914160","2012-2013","Grade 4","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2012-2013","Grade 5","Percent","Chronically Absent Students",0
"Cheshire School District","900914160","2012-2013","Grade 6","Percent","Chronically Absent Students",0
"Cheshire School District","900914160","2012-2013","Grade 7","Percent","Chronically Absent Students",7.7
"Cheshire School District","900914160","2012-2013","Grade 8","Percent","Chronically Absent Students",4.2
"Cheshire School District","900914160","2012-2013","Grade 9","Percent","Chronically Absent Students",6.3
"Cheshire School District","900914160","2012-2013","Grade 10","Percent","Chronically Absent Students",6.7
"Cheshire School District","900914160","2012-2013","Grade 11","Percent","Chronically Absent Students",10.6
"Cheshire School District","900914160","2012-2013","Grade 12","Percent","Chronically Absent Students",13.7
"Cheshire School District","900914160","2013-2014","Kindergarten","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2013-2014","Grade 1","Percent","Chronically Absent Students",2.5
"Cheshire School District","900914160","2013-2014","Grade 2","Percent","Chronically Absent Students",3.1
"Cheshire School District","900914160","2013-2014","Grade 3","Percent","Chronically Absent Students",2.1
"Cheshire School District","900914160","2013-2014","Grade 4","Percent","Chronically Absent Students",2.6
"Cheshire School District","900914160","2013-2014","Grade 5","Percent","Chronically Absent Students",2.2
"Cheshire School District","900914160","2013-2014","Grade 6","Percent","Chronically Absent Students",4.6
"Cheshire School District","900914160","2013-2014","Grade 7","Percent","Chronically Absent Students",4.3
"Cheshire School District","900914160","2013-2014","Grade 8","Percent","Chronically Absent Students",4.4
"Cheshire School District","900914160","2013-2014","Grade 9","Percent","Chronically Absent Students",4.4
"Cheshire School District","900914160","2013-2014","Grade 10","Percent","Chronically Absent Students",7.3
"Cheshire School District","900914160","2013-2014","Grade 11","Percent","Chronically Absent Students",9.3
"Cheshire School District","900914160","2013-2014","Grade 12","Percent","Chronically Absent Students",15.2
"Cheshire School District","900914160","2014-2015","Kindergarten","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2014-2015","Grade 1","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2014-2015","Grade 2","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2014-2015","Grade 3","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2014-2015","Grade 4","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2014-2015","Grade 5","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2014-2015","Grade 7","Percent","Chronically Absent Students",0
"Cheshire School District","900914160","2014-2015","Grade 8","Percent","Chronically Absent Students",0
"Cheshire School District","900914160","2014-2015","Grade 9","Percent","Chronically Absent Students",6.6
"Cheshire School District","900914160","2014-2015","Grade 10","Percent","Chronically Absent Students",6.5
"Cheshire School District","900914160","2014-2015","Grade 11","Percent","Chronically Absent Students",8.9
"Cheshire School District","900914160","2014-2015","Grade 12","Percent","Chronically Absent Students",17.1
"Cheshire School District","900914160","2015-2016","Kindergarten","Percent","Chronically Absent Students",4.2
"Cheshire School District","900914160","2015-2016","Grade 1","Percent","Chronically Absent Students",5.1
"Cheshire School District","900914160","2015-2016","Grade 2","Percent","Chronically Absent Students",2.7
"Cheshire School District","900914160","2015-2016","Grade 3","Percent","Chronically Absent Students",2.6
"Cheshire School District","900914160","2015-2016","Grade 4","Percent","Chronically Absent Students",5.7
"Cheshire School District","900914160","2015-2016","Grade 5","Percent","Chronically Absent Students",2.3
"Cheshire School District","900914160","2015-2016","Grade 6","Percent","Chronically Absent Students",4.5
"Cheshire School District","900914160","2015-2016","Grade 7","Percent","Chronically Absent Students",5.4
"Cheshire School District","900914160","2015-2016","Grade 8","Percent","Chronically Absent Students",5
"Cheshire School District","900914160","2015-2016","Grade 9","Percent","Chronically Absent Students",4.1
"Cheshire School District","900914160","2015-2016","Grade 10","Percent","Chronically Absent Students",5.8
"Cheshire School District","900914160","2015-2016","Grade 11","Percent","Chronically Absent Students",7.3
"Cheshire School District","900914160","2015-2016","Grade 12","Percent","Chronically Absent Students",10.8
"Cheshire School District","900914160","2016-2017","Kindergarten","Percent","Chronically Absent Students",2.9
"Cheshire School District","900914160","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2016-2017","Grade 3","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2016-2017","Grade 4","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2016-2017","Grade 5","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2016-2017","Grade 6","Percent","Chronically Absent Students",-9999
"Cheshire School District","900914160","2016-2017","Grade 7","Percent","Chronically Absent Students",5.8
"Cheshire School District","900914160","2016-2017","Grade 8","Percent","Chronically Absent Students",6.9
"Cheshire School District","900914160","2016-2017","Grade 9","Percent","Chronically Absent Students",3.7
"Cheshire School District","900914160","2016-2017","Grade 10","Percent","Chronically Absent Students",6
"Cheshire School District","900914160","2016-2017","Grade 11","Percent","Chronically Absent Students",7
"Cheshire School District","900914160","2016-2017","Grade 12","Percent","Chronically Absent Students",8
"Cheshire School District","900914160","2017-2018","Kindergarten","Percent","Chronically Absent Students",4.2
"Cheshire School District","900914160","2017-2018","Grade 1","Percent","Chronically Absent Students",2.8
"Cheshire School District","900914160","2017-2018","Grade 2","Percent","Chronically Absent Students",5.7
"Cheshire School District","900914160","2017-2018","Grade 3","Percent","Chronically Absent Students",3.3
"Cheshire School District","900914160","2017-2018","Grade 4","Percent","Chronically Absent Students",2.5
"Cheshire School District","900914160","2017-2018","Grade 5","Percent","Chronically Absent Students",4
"Cheshire School District","900914160","2017-2018","Grade 6","Percent","Chronically Absent Students",4.8
"Cheshire School District","900914160","2017-2018","Grade 7","Percent","Chronically Absent Students",3
"Cheshire School District","900914160","2017-2018","Grade 8","Percent","Chronically Absent Students",6
"Cheshire School District","900914160","2017-2018","Grade 9","Percent","Chronically Absent Students",4.8
"Cheshire School District","900914160","2017-2018","Grade 10","Percent","Chronically Absent Students",4.3
"Cheshire School District","900914160","2017-2018","Grade 11","Percent","Chronically Absent Students",8
"Cheshire School District","900914160","2017-2018","Grade 12","Percent","Chronically Absent Students",9.9
"Cheshire School District","900914160","2018-2019","Kindergarten","Percent","Chronically Absent Students",4
"Cheshire School District","900914160","2018-2019","Grade 1","Percent","Chronically Absent Students",4
"Cheshire School District","900914160","2018-2019","Grade 2","Percent","Chronically Absent Students",2.3
"Cheshire School District","900914160","2018-2019","Grade 3","Percent","Chronically Absent Students",3.5
"Cheshire School District","900914160","2018-2019","Grade 4","Percent","Chronically Absent Students",3.6
"Cheshire School District","900914160","2018-2019","Grade 5","Percent","Chronically Absent Students",3.4
"Cheshire School District","900914160","2018-2019","Grade 6","Percent","Chronically Absent Students",3.9
"Cheshire School District","900914160","2018-2019","Grade 7","Percent","Chronically Absent Students",6.6
"Cheshire School District","900914160","2018-2019","Grade 8","Percent","Chronically Absent Students",5.6
"Cheshire School District","900914160","2018-2019","Grade 9","Percent","Chronically Absent Students",5.2
"Cheshire School District","900914160","2018-2019","Grade 10","Percent","Chronically Absent Students",9.3
"Cheshire School District","900914160","2018-2019","Grade 11","Percent","Chronically Absent Students",10.9
"Cheshire School District","900914160","2018-2019","Grade 12","Percent","Chronically Absent Students",11.5
"Cheshire School District","900914160","2019-2020","Kindergarten","Percent","Chronically Absent Students",5.4
"Cheshire School District","900914160","2019-2020","Grade 1","Percent","Chronically Absent Students",4.8
"Cheshire School District","900914160","2019-2020","Grade 2","Percent","Chronically Absent Students",3.4
"Cheshire School District","900914160","2019-2020","Grade 3","Percent","Chronically Absent Students",3.3
"Cheshire School District","900914160","2019-2020","Grade 4","Percent","Chronically Absent Students",5.2
"Cheshire School District","900914160","2019-2020","Grade 5","Percent","Chronically Absent Students",4.3
"Cheshire School District","900914160","2019-2020","Grade 6","Percent","Chronically Absent Students",6.4
"Cheshire School District","900914160","2019-2020","Grade 7","Percent","Chronically Absent Students",6.3
"Cheshire School District","900914160","2019-2020","Grade 8","Percent","Chronically Absent Students",9.1
"Cheshire School District","900914160","2019-2020","Grade 9","Percent","Chronically Absent Students",4.7
"Cheshire School District","900914160","2019-2020","Grade 10","Percent","Chronically Absent Students",10
"Cheshire School District","900914160","2019-2020","Grade 11","Percent","Chronically Absent Students",9.7
"Cheshire School District","900914160","2019-2020","Grade 12","Percent","Chronically Absent Students",12.4
"Chester School District","","2011-2012","Kindergarten","Percent","Chronically Absent Students",-9999
"Chester School District","","2011-2012","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2011-2012","Grade 2","Percent","Chronically Absent Students",-9999
"Chester School District","","2011-2012","Grade 3","Percent","Chronically Absent Students",-9999
"Chester School District","","2011-2012","Grade 4","Percent","Chronically Absent Students",-9999
"Chester School District","","2011-2012","Grade 5","Percent","Chronically Absent Students",-9999
"Chester School District","","2011-2012","Grade 6","Percent","Chronically Absent Students",-9999
"Chester School District","","2011-2012","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2011-2012","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2011-2012","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2011-2012","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2011-2012","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2011-2012","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2012-2013","Kindergarten","Percent","Chronically Absent Students",-9999
"Chester School District","","2012-2013","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2012-2013","Grade 2","Percent","Chronically Absent Students",-9999
"Chester School District","","2012-2013","Grade 3","Percent","Chronically Absent Students",-9999
"Chester School District","","2012-2013","Grade 4","Percent","Chronically Absent Students",-9999
"Chester School District","","2012-2013","Grade 5","Percent","Chronically Absent Students",-9999
"Chester School District","","2012-2013","Grade 6","Percent","Chronically Absent Students",-9999
"Chester School District","","2012-2013","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2012-2013","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2012-2013","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2012-2013","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2012-2013","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2012-2013","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2013-2014","Kindergarten","Percent","Chronically Absent Students",-9999
"Chester School District","","2013-2014","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2013-2014","Grade 2","Percent","Chronically Absent Students",0
"Chester School District","","2013-2014","Grade 3","Percent","Chronically Absent Students",-9999
"Chester School District","","2013-2014","Grade 4","Percent","Chronically Absent Students",0
"Chester School District","","2013-2014","Grade 5","Percent","Chronically Absent Students",-9999
"Chester School District","","2013-2014","Grade 6","Percent","Chronically Absent Students",-9999
"Chester School District","","2013-2014","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2013-2014","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2013-2014","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2013-2014","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2013-2014","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2013-2014","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2014-2015","Kindergarten","Percent","Chronically Absent Students",-9999
"Chester School District","","2014-2015","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2014-2015","Grade 2","Percent","Chronically Absent Students",0
"Chester School District","","2014-2015","Grade 3","Percent","Chronically Absent Students",-9999
"Chester School District","","2014-2015","Grade 4","Percent","Chronically Absent Students",0
"Chester School District","","2014-2015","Grade 5","Percent","Chronically Absent Students",0
"Chester School District","","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"Chester School District","","2014-2015","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2014-2015","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2014-2015","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2014-2015","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2014-2015","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2014-2015","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2015-2016","Kindergarten","Percent","Chronically Absent Students",-9999
"Chester School District","","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2015-2016","Grade 2","Percent","Chronically Absent Students",0
"Chester School District","","2015-2016","Grade 3","Percent","Chronically Absent Students",-9999
"Chester School District","","2015-2016","Grade 4","Percent","Chronically Absent Students",-9999
"Chester School District","","2015-2016","Grade 5","Percent","Chronically Absent Students",0
"Chester School District","","2015-2016","Grade 6","Percent","Chronically Absent Students",-9999
"Chester School District","","2015-2016","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2015-2016","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2015-2016","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2015-2016","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2015-2016","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2015-2016","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2016-2017","Kindergarten","Percent","Chronically Absent Students",0
"Chester School District","","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"Chester School District","","2016-2017","Grade 3","Percent","Chronically Absent Students",0
"Chester School District","","2016-2017","Grade 4","Percent","Chronically Absent Students",-9999
"Chester School District","","2016-2017","Grade 5","Percent","Chronically Absent Students",0
"Chester School District","","2016-2017","Grade 6","Percent","Chronically Absent Students",-9999
"Chester School District","","2016-2017","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2016-2017","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2016-2017","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2016-2017","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2016-2017","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2016-2017","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2017-2018","Kindergarten","Percent","Chronically Absent Students",0
"Chester School District","","2017-2018","Grade 1","Percent","Chronically Absent Students",0
"Chester School District","","2017-2018","Grade 2","Percent","Chronically Absent Students",-9999
"Chester School District","","2017-2018","Grade 3","Percent","Chronically Absent Students",0
"Chester School District","","2017-2018","Grade 4","Percent","Chronically Absent Students",0
"Chester School District","","2017-2018","Grade 5","Percent","Chronically Absent Students",0
"Chester School District","","2017-2018","Grade 6","Percent","Chronically Absent Students",-9999
"Chester School District","","2017-2018","Grade 7","Percent","Chronically Absent Students",-6666
